system:index,AOT_RETRIEVAL_ACCURACY,AOT_RETRIEVAL_METHOD,BOA_ADD_OFFSET_B1,BOA_ADD_OFFSET_B10,BOA_ADD_OFFSET_B11,BOA_ADD_OFFSET_B12,BOA_ADD_OFFSET_B2,BOA_ADD_OFFSET_B3,BOA_ADD_OFFSET_B4,BOA_ADD_OFFSET_B5,BOA_ADD_OFFSET_B6,BOA_ADD_OFFSET_B7,BOA_ADD_OFFSET_B8,BOA_ADD_OFFSET_B8A,BOA_ADD_OFFSET_B9,CLOUDY_PIXEL_OVER_LAND_PERCENTAGE,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,CLOUD_SHADOW_PERCENTAGE,DARK_FEATURES_PERCENTAGE,DATASTRIP_ID,DATATAKE_IDENTIFIER,DATATAKE_TYPE,DATE,DEGRADED_MSI_DATA_PERCENTAGE,FORMAT_CORRECTNESS,GENERAL_QUALITY,GENERATION_TIME,GEOMETRIC_QUALITY,GRANULE_ID,GRANULE_MEAN_AOT,GRANULE_MEAN_WV,HIGH_PROBA_CLOUDS_PERCENTAGE,L2A_QUALITY,MEAN_INCIDENCE_AZIMUTH_ANGLE_B1,MEAN_INCIDENCE_AZIMUTH_ANGLE_B10,MEAN_INCIDENCE_AZIMUTH_ANGLE_B11,MEAN_INCIDENCE_AZIMUTH_ANGLE_B12,MEAN_INCIDENCE_AZIMUTH_ANGLE_B2,MEAN_INCIDENCE_AZIMUTH_ANGLE_B3,MEAN_INCIDENCE_AZIMUTH_ANGLE_B4,MEAN_INCIDENCE_AZIMUTH_ANGLE_B5,MEAN_INCIDENCE_AZIMUTH_ANGLE_B6,MEAN_INCIDENCE_AZIMUTH_ANGLE_B7,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8A,MEAN_INCIDENCE_AZIMUTH_ANGLE_B9,MEAN_INCIDENCE_ZENITH_ANGLE_B1,MEAN_INCIDENCE_ZENITH_ANGLE_B10,MEAN_INCIDENCE_ZENITH_ANGLE_B11,MEAN_INCIDENCE_ZENITH_ANGLE_B12,MEAN_INCIDENCE_ZENITH_ANGLE_B2,MEAN_INCIDENCE_ZENITH_ANGLE_B3,MEAN_INCIDENCE_ZENITH_ANGLE_B4,MEAN_INCIDENCE_ZENITH_ANGLE_B5,MEAN_INCIDENCE_ZENITH_ANGLE_B6,MEAN_INCIDENCE_ZENITH_ANGLE_B7,MEAN_INCIDENCE_ZENITH_ANGLE_B8,MEAN_INCIDENCE_ZENITH_ANGLE_B8A,MEAN_INCIDENCE_ZENITH_ANGLE_B9,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,MEDIUM_PROBA_CLOUDS_PERCENTAGE,MGRS_TILE,NODATA_PIXEL_PERCENTAGE,NOT_VEGETATED_PERCENTAGE,OZONE_SOURCE,OZONE_VALUE,PROCESSING_BASELINE,PRODUCT_ID,RADIATIVE_TRANSFER_ACCURACY,RADIOMETRIC_QUALITY,REFLECTANCE_CONVERSION_CORRECTION,SATURATED_DEFECTIVE_PIXEL_PERCENTAGE,SENSING_ORBIT_DIRECTION,SENSING_ORBIT_NUMBER,SENSOR_QUALITY,SNOW_ICE_PERCENTAGE,SOLAR_IRRADIANCE_B1,SOLAR_IRRADIANCE_B10,SOLAR_IRRADIANCE_B11,SOLAR_IRRADIANCE_B12,SOLAR_IRRADIANCE_B2,SOLAR_IRRADIANCE_B3,SOLAR_IRRADIANCE_B4,SOLAR_IRRADIANCE_B5,SOLAR_IRRADIANCE_B6,SOLAR_IRRADIANCE_B7,SOLAR_IRRADIANCE_B8,SOLAR_IRRADIANCE_B8A,SOLAR_IRRADIANCE_B9,SPACECRAFT_NAME,THIN_CIRRUS_PERCENTAGE,UNCLASSIFIED_PERCENTAGE,VEGETATION_PERCENTAGE,WATER_PERCENTAGE,WATER_VAPOUR_RETRIEVAL_ACCURACY,.geo
20230606T153819_20230606T153859_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.999428,97.818989,97.81898900000002,4.7E-5,0.0,S2B_OPER_MSI_L2A_DS_2BPS_20230606T184116_S20230606T153859_N05.09,GS2B_20230606T153819_032641_N05.09,INS-NOBS,2023-06-06T15:43:38.002,0.0214,PASSED,PASSED,1.686076876E12,PASSED,L2A_T21WXS_A032641_20230606T153859,0.152401,0.605015,95.262653,PASSED,297.990652511743,297.419400308582,297.576298733735,297.80468099622,297.227437531996,297.422239599033,297.524626359718,297.597087048523,297.758950961658,297.854876761448,297.293030670051,297.946448328334,298.055685682222,7.16052683425545,6.96975309620253,7.03333402134112,7.12121449805872,6.90894035555351,6.9459423430841,6.97969293741874,7.00730109991491,7.04640851676282,7.08899313297165,6.91889282616027,7.12557857278456,7.19915260185479,183.95868401419,46.2429999901701,2.185075,21WXS,1.74022,2.7E-5,AUX_ECMWFT,394.986795,05.09,S2B_MSIL2A_20230606T153819_N0509_R011_T21WXS_20230606T184116,0.0,PASSED,0.972227294113109,0.0,ASCENDING,11.0,PASSED,0.045084,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.371264,0.0,0.0,2.135851,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230606T153819_20230606T153859_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,97.338754,97.06046,97.06046,1.783392,0.012661,S2B_OPER_MSI_L2A_DS_2BPS_20230606T184116_S20230606T153859_N05.09,GS2B_20230606T153819_032641_N05.09,INS-NOBS,2023-06-06T15:43:24.612,0.0145,PASSED,PASSED,1.686076876E12,PASSED,L2A_T21WXT_A032641_20230606T153859,0.133688,0.476,67.615449,PASSED,269.680300082769,270.857173090423,269.735829109087,269.283309643817,273.11707040894,271.644262700309,270.813505594604,270.488737378663,270.256641999416,270.063665332923,272.295540820228,269.851163535792,269.601983604923,4.48121243506883,4.13812365538036,4.26754299009141,4.42122983688817,3.99307285431211,4.07340408837001,4.16519949124133,4.22131981722197,4.28137366852981,4.3452113104872,4.03035378894202,4.40958464601634,4.55674174817065,184.033217455992,47.1377515279157,17.477477,21WXT,0.0,5.37E-4,AUX_ECMWFT,396.48794,05.09,S2B_MSIL2A_20230606T153819_N0509_R011_T21WXT_20230606T184116,0.0,PASSED,0.972227294113109,0.0,ASCENDING,11.0,PASSED,8.86E-4,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,11.967535,0.0,0.0,1.142067,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230606T153819_20230606T153859_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.988312,99.81848,99.81848,0.001492,0.0,S2B_OPER_MSI_L2A_DS_2BPS_20230606T184116_S20230606T153859_N05.09,GS2B_20230606T153819_032641_N05.09,INS-NOBS,2023-06-06T15:43:34.298,0.027,PASSED,PASSED,1.686076876E12,PASSED,L2A_T22WDB_A032641_20230606T153859,0.181504,0.605,97.663581,PASSED,299.461655001356,298.88535960613,299.123212636378,299.352678965888,298.693045904272,298.864456724867,299.029376524684,299.113528245593,299.213889336788,299.304071235783,298.776855410832,299.405890278438,299.567048861575,8.824204308517,8.68888831388387,8.73810123977881,8.80062381310784,8.64337476751199,8.66777894019424,8.69884475897518,8.71911604122126,8.74180235931277,8.76689557788347,8.65436121264189,8.79424051471464,8.85704508789303,185.243542740491,46.3119843574554,2.065519,22WDB,23.07151,2.24E-4,AUX_ECMWFT,391.034108,05.09,S2B_MSIL2A_20230606T153819_N0509_R011_T22WDB_20230606T184116,0.0,PASSED,0.972227294113109,0.0,ASCENDING,11.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.08938,0.0,0.0,0.179804,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230606T153819_20230606T153859_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,96.83333,95.922321,95.922321,1.877648,0.017455,S2B_OPER_MSI_L2A_DS_2BPS_20230606T184116_S20230606T153859_N05.09,GS2B_20230606T153819_032641_N05.09,INS-NOBS,2023-06-06T15:43:21.716,0.0222,PASSED,PASSED,1.686076876E12,PASSED,L2A_T22WDC_A032641_20230606T153859,0.157566,0.449999,70.795131,PASSED,295.190239817534,294.860248403521,294.966591413039,295.099859875845,295.119531294426,295.008764389277,295.016725677122,295.034147921879,295.085489562457,295.12828363567,295.044322655745,295.19236501086,295.259816786155,6.14190608812207,5.91112596921939,5.99773796764746,6.10340365204649,5.82535885195527,5.87182261026534,5.92825795738471,5.96412513787829,6.00347432529464,6.04625122223025,5.84658720332619,6.09208850780475,6.19533637233474,185.037866567424,47.2014021403904,18.105929,22WDC,0.0,0.002963,AUX_ECMWFT,395.103142,05.09,S2B_MSIL2A_20230606T153819_N0509_R011_T22WDC_20230606T184116,0.0,PASSED,0.972227294113109,0.0,ASCENDING,11.0,PASSED,0.006569,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,7.021256999999999,2.3E-5,0.0,2.173019,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230608T152811_20230608T152919_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,17.314057,26.178801,26.178801,0.329979,0.00283,S2A_OPER_MSI_L2A_DS_2APS_20230608T215653_S20230608T152919_N05.09,GS2A_20230608T152811_041578_N05.09,INS-NOBS,2023-06-08T15:33:39.820,0.0,PASSED,PASSED,1.686261413E12,PASSED,L2A_T21WXS_A041578_20230608T152919,0.085628,0.626918,15.357514,PASSED,183.38368974872,184.293328897821,183.288138047457,182.66814246038,188.089312224299,186.022663298255,184.246522661817,184.184605747803,183.79731357725,183.495656310434,186.904656437481,183.516264304706,183.25111401899,3.0342458592292,2.57440595540044,2.75745086461527,2.96507550344327,2.37196661091459,2.47971256692734,2.60622026862998,2.68302304471179,2.76396433304219,2.84942285288213,2.42221453647573,2.94063741514667,3.13212724048923,180.651491857915,46.0155978993718,3.7979099999999995,21WXS,0.0,1.054114,AUX_ECMWFT,366.158625,05.09,S2A_MSIL2A_20230608T152811_N0509_R111_T21WXS_20230608T215653,0.0,PASSED,0.971660404745539,0.0,ASCENDING,111.0,PASSED,12.043281,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,7.023378,0.019237,0.010912,60.360849,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230608T152811_20230608T152919_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,44.218749,39.701775,39.701775,0.0,0.187265,S2A_OPER_MSI_L2A_DS_2APS_20230608T215653_S20230608T152919_N05.09,GS2A_20230608T152811_041578_N05.09,INS-NOBS,2023-06-08T15:33:25.947,0.0017,PASSED,PASSED,1.686261413E12,PASSED,L2A_T21WXT_A041578_20230608T152919,0.078053,0.573777,17.373204,PASSED,123.425201331327,125.758695677867,124.464950593177,123.64698956018,128.541689703625,126.392727297083,125.070563821673,124.546879845066,124.092766723185,123.723098937599,127.349496044879,123.404973701306,123.235347360658,4.08839222566749,3.6980562676562,3.84917591469185,4.02161622417616,3.54385683057731,3.63605814841659,3.73969266809334,3.79511480757055,3.86195292376593,3.93266746976298,3.58699641939074,4.00659001819047,4.16669945213784,180.773339920446,46.9103224692979,4.085013,21WXT,0.0,0.591531,AUX_ECMWFT,367.18701,05.09,S2A_MSIL2A_20230608T152811_N0509_R111_T21WXT_20230608T215653,0.0,PASSED,0.971660404745539,0.0,ASCENDING,111.0,PASSED,37.728143,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,18.243559,0.006960999999999999,7.000000000000001E-6,21.784317,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230608T152811_20230608T152919_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,13.288245,5.008978,5.008978,0.514428,0.012391999999999999,S2A_OPER_MSI_L2A_DS_2APS_20230608T215653_S20230608T152919_N05.09,GS2A_20230608T152811_041578_N05.09,INS-NOBS,2023-06-08T15:33:36.510,0.0066,PASSED,PASSED,1.686261413E12,PASSED,L2A_T22WDB_A041578_20230608T152919,0.085551,0.553547,1.235835,PASSED,245.688501381619,247.781626787741,246.651119309292,245.943025023392,250.968025052339,248.742524274127,247.648304262551,247.120510028502,246.712183044295,246.366702310454,249.724797621317,246.101392596775,245.639527461205,3.73183442193391,3.3323737144264,3.50068334188861,3.68379118412303,3.13530374001237,3.23526133972758,3.35635103511903,3.42379537732404,3.49516224401099,3.57076597900367,3.18216099026621,3.64952300069753,3.82007747577522,181.943572450379,46.0637838763547,1.308197,22WDB,0.0,3.139996,AUX_ECMWFT,369.788004,05.09,S2A_MSIL2A_20230608T152811_N0509_R111_T22WDB_20230608T215653,0.0,PASSED,0.971660404745539,0.0,ASCENDING,111.0,PASSED,20.507464,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,2.464945,0.014744,0.017485,70.784515,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230608T152811_20230608T152919_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,58.486313,48.619661,48.619661,0.001314,0.081841,S2A_OPER_MSI_L2A_DS_2APS_20230608T215653_S20230608T152919_N05.09,GS2A_20230608T152811_041578_N05.09,INS-NOBS,2023-06-08T15:33:23.292,6.0E-4,PASSED,PASSED,1.686261413E12,PASSED,L2A_T22WDC_A041578_20230608T152919,0.079432,0.546934,23.888882999999996,PASSED,162.641578959551,164.387111049106,162.99440374582,162.184692398992,168.475225443881,165.749650826222,164.422229245972,163.614112568864,163.335080229669,162.944674361221,167.021110413996,162.631054501908,162.430785703955,3.14405518625041,2.68551477170392,2.86808930933303,3.073894814236,2.47831599762322,2.5913852191906,2.71999287400951,2.79394833866641,2.87633738175558,2.96099505730741,2.53173024713794,3.04895549647608,3.24077975581997,181.783874869087,46.958385044096,5.818856,22WDC,0.0,0.876945,AUX_ECMWFT,371.015199,05.09,S2A_MSIL2A_20230608T152811_N0509_R111_T22WDC_20230608T215653,0.0,PASSED,0.971660404745539,0.0,ASCENDING,111.0,PASSED,24.845564,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,18.911922,0.010309,7.0E-6,25.564361,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230609T154819_20230609T154816_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.942261,99.989563,99.989563,0.008497,0.0,S2B_OPER_MSI_L2A_DS_2BPS_20230609T181814_S20230609T154816_N05.09,GS2B_20230609T154819_032684_N05.09,INS-NOBS,2023-06-09T15:53:34.088,0.0098,PASSED,PASSED,1.686334694E12,PASSED,L2A_T21WXS_A032684_20230609T154816,0.158321,0.433,91.633993,PASSED,304.846317398004,302.521935911814,303.517789887285,304.498060269521,301.240029949773,302.060081293714,302.8177888169,303.222896484378,303.640643149218,304.049067816929,301.648643877665,304.464173261526,305.268976592288,10.7139599809999,10.6039085500846,10.6438894779435,10.6944699713082,10.5671809525172,10.5873649759165,10.6127458177883,10.6291507959702,10.647622321936,10.6679231931276,10.5763096938515,10.6901608805508,10.740606768857,186.973414954033,46.0475061255174,6.491945,21WXS,78.991544,9.79E-4,AUX_ECMWFT,340.668564,05.09,S2B_MSIL2A_20230609T154819_N0509_R054_T21WXS_20230609T181814,0.0,PASSED,0.97138463392481,0.0,ASCENDING,54.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,1.863622,0.0,0.0,9.630000000000001E-4,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230609T154819_20230609T154816_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,77.381223,75.884771,75.884771,0.0,6.22E-4,S2B_OPER_MSI_L2A_DS_2BPS_20230609T181814_S20230609T154816_N05.09,GS2B_20230609T154819_032684_N05.09,INS-NOBS,2023-06-09T15:53:21.835,0.0284,PASSED,PASSED,1.686334694E12,PASSED,L2A_T21WXT_A032684_20230609T154816,0.077975,0.637091,31.644133,PASSED,301.544197655124,300.729994339571,301.085877290862,301.402421406929,300.395187248358,300.649422553174,300.896039374597,301.030566543478,301.179960900829,301.31844910704,300.540115523394,301.441765109405,301.693467317636,9.16261268174539,9.03643937959315,9.08292647725669,9.14019683953699,9.0011575709548,9.01856710217369,9.04598893797031,9.06511942239931,9.0865673417631,9.11029957248656,9.01148213925946,9.13431001602408,9.19376275947759,187.004789323792,46.9397585127817,27.339226,21WXT,33.899263,0.249382,AUX_ECMWFT,339.674752,05.09,S2B_MSIL2A_20230609T154819_N0509_R054_T21WXT_20230609T181814,0.0,PASSED,0.97138463392481,0.0,ASCENDING,54.0,PASSED,17.60225,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,16.901411,0.0,0.0,6.262977,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230609T154819_20230609T154816_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,92.834812,94.480735,94.480735,0.0,0.0028029999999999995,S2B_OPER_MSI_L2A_DS_2BPS_20230609T181814_S20230609T154816_N05.09,GS2B_20230609T154819_032684_N05.09,INS-NOBS,2023-06-09T15:53:28.374,0.0,PASSED,PASSED,1.686334694E12,PASSED,L2A_T22WDB_A032684_20230609T154816,0.100621,0.917152,50.953633,PASSED,309.526040495119,305.515388241618,307.238989475374,308.941951723422,303.212511651454,304.647060480479,305.970253626411,306.681753868306,307.404203681739,308.118094256993,303.928383361742,308.835467947687,310.256200458733,11.5033003692263,11.3975024953896,11.4360438087892,11.4843762622877,11.3621550017008,11.3820591738419,11.4067019356694,11.4224581509104,11.440281945303,11.4597049733469,11.3712057977795,11.4810505489871,11.5287530863399,188.255467700767,46.135228254304,25.648710000000005,22WDB,98.224241,0.125744,AUX_ECMWFT,340.860646,05.09,S2B_MSIL2A_20230609T154819_N0509_R054_T22WDB_20230609T181814,0.0,PASSED,0.97138463392481,0.0,ASCENDING,54.0,PASSED,5.387731,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,17.878389,0.0,0.0,0.002989,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230609T154819_20230609T154816_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,72.168976,67.449003,67.449003,0.0,2.5E-5,S2B_OPER_MSI_L2A_DS_2BPS_20230609T181814_S20230609T154816_N05.09,GS2B_20230609T154819_032684_N05.09,INS-NOBS,2023-06-09T15:53:18.864,0.0219,PASSED,PASSED,1.686334694E12,PASSED,L2A_T22WDC_A032684_20230609T154816,0.06836,0.557077,18.418573,PASSED,303.422504497692,302.107822909923,302.65346684798,303.211350720918,301.388921598054,301.850198297492,302.299275659448,302.513719384013,302.753696546028,302.983619233616,301.618172268056,303.222058275545,303.729040030544,10.0516498135225,9.92739348606665,9.97774749432445,10.031243118761,9.88816566579854,9.90917546122205,9.94426670958981,9.96184647784615,9.98128976020019,10.0027532213103,9.89764068847,10.0262091285394,10.0804559350638,188.006926418622,47.0174227739104,28.324213999999998,22WDC,59.409356,0.344554,AUX_ECMWFT,340.031936,05.09,S2B_MSIL2A_20230609T154819_N0509_R054_T22WDC_20230609T181814,0.0,PASSED,0.97138463392481,0.0,ASCENDING,54.0,PASSED,20.776252,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,20.706218,8.0E-6,0.0,11.430155,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230610T151809_20230610T151807_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.997675,99.998623,99.998623,3.34E-4,0.0,S2B_OPER_MSI_L2A_DS_2BPS_20230610T192902_S20230610T151807_N05.09,GS2B_20230610T151809_032698_N05.09,INS-NOBS,2023-06-10T15:23:43.206,0.0326,PASSED,PASSED,1.686425342E12,PASSED,L2A_T21WXS_A032698_20230610T151807,0.571071,0.0,82.374269,PASSED,114.673211966177,114.461533711845,114.574962509533,114.656565935583,114.209968614192,114.340292543722,114.4380505254,114.494891586036,114.492040096259,114.575305443541,114.277733132809,114.604507488307,114.728481255386,7.61941875384502,7.43627091166044,7.4984585084523,7.575151926884,7.37077066957066,7.40086125061733,7.43917387554589,7.46422546319786,7.49820559296279,7.52295126425882,7.38428011676402,7.55644720732965,7.66249365528408,177.335975833583,45.868616338106,16.480245,21WXS,3.674958,0.0,AUX_ECMWFT,336.121221,05.09,S2B_MSIL2A_20230610T151809_N0509_R068_T21WXS_20230610T192902,0.0,PASSED,0.971126551366097,0.0,ASCENDING,68.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,1.144109,0.0,0.0,0.00104,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230610T151809_20230610T151807_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,96.655273,97.707653,97.707653,2.023718,0.004252,S2B_OPER_MSI_L2A_DS_2BPS_20230610T192902_S20230610T151807_N05.09,GS2B_20230610T151809_032698_N05.09,INS-NOBS,2023-06-10T15:23:28.929,0.0092,PASSED,PASSED,1.686425342E12,PASSED,L2A_T21WXT_A032698_20230610T151807,0.344278,0.97,70.253664,PASSED,115.750787934961,114.950683358198,115.336136286739,115.702471778408,114.348091661521,114.690388597958,114.982470131923,115.147051156063,115.297627906259,115.489083883114,114.527995851402,115.640695977299,115.897993383776,9.01770788119388,8.8949332243222,8.93349748155172,8.99276845820496,8.85245460762642,8.86716695524806,8.89614285215781,8.91523226946323,8.93657492561445,8.96295701047418,8.85471867347378,8.98878854696789,9.04889479982855,177.505878821116,46.7604033706325,23.02247,21WXT,30.859318,0.002481,AUX_ECMWFT,332.083121,05.09,S2B_MSIL2A_20230610T151809_N0509_R068_T21WXT_20230610T192902,0.0,PASSED,0.971126551366097,0.0,ASCENDING,68.0,PASSED,3.55E-4,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,4.431512,0.0,0.0,0.261542,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230610T151809_20230610T151807_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.996018,99.998397,99.99839699999998,9.22E-4,0.0,S2B_OPER_MSI_L2A_DS_2BPS_20230610T192902_S20230610T151807_N05.09,GS2B_20230610T151809_032698_N05.09,INS-NOBS,2023-06-10T15:23:40.079,0.0273,PASSED,PASSED,1.686425342E12,PASSED,L2A_T22WDB_A032698_20230610T151807,0.58347,0.0,80.507219,PASSED,114.916707851504,116.000883568944,115.392128635038,115.04789533279,117.304317762739,116.304458435684,115.709258502251,115.489709794588,115.31375449391,115.145979614193,116.738131818879,115.014217952988,114.821359353329,5.23515179196764,4.93184398106688,5.04538072698079,5.17758312400512,4.82184721612818,4.88649613520886,4.95523232164686,5.00150158258946,5.0465245216564,5.10209893673073,4.85264083114226,5.15919955408312,5.30019955370062,178.633225384868,45.8957483577569,16.278695,22WDB,0.0,0.0,AUX_ECMWFT,333.525447,05.09,S2B_MSIL2A_20230610T151809_N0509_R068_T22WDB_20230610T192902,0.0,PASSED,0.971126551366097,0.0,ASCENDING,68.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,3.212481,0.0,0.0,6.83E-4,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230610T151809_20230610T151807_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,97.416377,98.271924,98.271924,1.522707,0.0030359999999999996,S2B_OPER_MSI_L2A_DS_2BPS_20230610T192902_S20230610T151807_N05.09,GS2B_20230610T151809_032698_N05.09,INS-NOBS,2023-06-10T15:23:26.630,0.0231,PASSED,PASSED,1.686425342E12,PASSED,L2A_T22WDC_A032698_20230610T151807,0.381261,1.137003,72.245204,PASSED,115.35148285363,115.097019167225,115.198248755515,115.322662325744,114.826212904397,114.963399508518,115.068054711179,115.124316575408,115.171285858558,115.224146762002,114.910517217705,115.263446336519,115.380573018101,7.93615296054751,7.77356811224171,7.83060949777802,7.90222618096881,7.72619385273763,7.75839859536382,7.79384604295188,7.80918167175744,7.8346974022134,7.86341351733607,7.73892244962427,7.89469223277648,7.97714656459457,178.520818530249,46.7926564975044,21.438037,22WDC,7.542842,0.002282,AUX_ECMWFT,330.908039,05.09,S2B_MSIL2A_20230610T151809_N0509_R068_T22WDC_20230610T192902,0.0,PASSED,0.971126551366097,0.0,ASCENDING,68.0,PASSED,0.00258,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,4.588684,0.0,0.0,0.197472,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
